class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down,0.5487337708473206,0.7379381060600281,-1.3910315036773682,0.9993172883987427,0.5616673827171326,0.7258749008178711,-1.4436081647872925,0.9995794296264648,0.5711995363235474,0.7230998873710632,-1.443458914756775,0.9995969533920288,0.5803320407867432,0.7198017239570618,-1.4436198472976685,0.9996100068092346,0.5301522016525269,0.7261550426483154,-1.436438798904419,0.9995211362838745,0.5181673169136047,0.7238167524337769,-1.4368035793304443,0.999471127986908,0.5070657730102539,0.7211659550666809,-1.436608910560608,0.9993625283241272,0.5962802171707153,0.6996490955352783,-1.3276578187942505,0.9998565316200256,0.4824551045894623,0.7029079794883728,-1.2973554134368896,0.9996216297149658,0.5642949938774109,0.7385128736495972,-1.3094443082809448,0.9994648098945618,0.5331237316131592,0.7384917140007019,-1.301723837852478,0.999198853969574,0.6920760869979858,0.6885563731193542,-1.0323326587677002,0.9999724626541138,0.40497130155563354,0.6831070184707642,-0.9893732070922852,0.9999021291732788,0.8764088153839111,0.6985072493553162,-0.7413846850395203,0.9978486895561218,0.22062845528125763,0.6992924213409424,-0.7475686073303223,0.9947035908699036,0.8209024667739868,0.792192280292511,-0.7141452431678772,0.9900384545326233,0.2504650950431824,0.7958356738090515,-0.8051928281784058,0.9692090153694153,0.8447490930557251,0.8094492554664612,-0.7792221903800964,0.9467379450798035,0.2224067896604538,0.8102944493293762,-0.8854532837867737,0.8791436553001404,0.807860791683197,0.8094644546508789,-0.8168907165527344,0.9610863327980042,0.25609901547431946,0.8128702044487,-0.930984377861023,0.9052940607070923,0.7953076362609863,0.8051185011863708,-0.7247133255004883,0.9326862692832947,0.2712654173374176,0.8093435168266296,-0.8260306119918823,0.8531197905540466,0.6144253015518188,0.7760401964187622,-0.007204101886600256,0.9906055927276611,0.48319482803344727,0.7763258218765259,0.0073136393912136555,0.9898518919944763,0.5966352820396423,0.7679170966148376,0.8958683013916016,0.04554738849401474,0.4906923770904541,0.7708364129066467,0.8930349946022034,0.048462171107530594,0.5800650119781494,0.7575451135635376,1.8209927082061768,0.024048153311014175,0.5045248866081238,0.7558706402778625,1.848303198814392,0.02580411545932293,0.5764319896697998,0.7453277707099915,1.9229180812835693,0.02492247335612774,0.5052157640457153,0.7389135360717773,1.9518228769302368,0.028907569125294685,0.5734215378761292,0.7835424542427063,1.8917173147201538,0.029968617483973503,0.5128601789474487,0.78111732006073,1.919249415397644,0.033607758581638336
up,0.5305618047714233,0.563941240310669,-1.1947120428085327,0.9998438358306885,0.5434087514877319,0.5513492226600647,-1.1996216773986816,0.9998804330825806,0.553290843963623,0.5497716665267944,-1.1997363567352295,0.9998746514320374,0.5613102912902832,0.547777533531189,-1.2000253200531006,0.9998936653137207,0.5144007802009583,0.5507018566131592,-1.194350004196167,0.9998595118522644,0.5053616166114807,0.5488778352737427,-1.194448471069336,0.9998252391815186,0.4969150125980377,0.5466946363449097,-1.1944695711135864,0.9998276829719543,0.5724036693572998,0.5329703688621521,-1.0281143188476562,0.9999290108680725,0.4812420904636383,0.5319884419441223,-0.9969976544380188,0.9997848272323608,0.5473431348800659,0.5690520405769348,-1.1137462854385376,0.9998372793197632,0.5166321396827698,0.5681383013725281,-1.1050833463668823,0.9997950792312622,0.6605804562568665,0.5679473876953125,-0.8189454078674316,0.9999751448631287,0.4052745997905731,0.5677206516265869,-0.7619467973709106,0.9999235272407532,0.7364959120750427,0.6788300275802612,-0.8242558836936951,0.9975844025611877,0.3474307358264923,0.6814106702804565,-0.7344470024108887,0.9871663451194763,0.8084922432899475,0.7961493730545044,-0.9094452261924744,0.9830790758132935,0.26715850830078125,0.7982550859451294,-0.8438994288444519,0.9610299468040466,0.8359235525131226,0.8108714818954468,-0.9868656992912292,0.9272249937057495,0.22540999948978424,0.8102229237556458,-0.9124546647071838,0.8631269931793213,0.8093852996826172,0.8129989504814148,-1.0349500179290771,0.9508557915687561,0.2544685900211334,0.8139197826385498,-0.970336377620697,0.8981073498725891,0.7944021821022034,0.8095712661743164,-0.9344158172607422,0.9330520629882812,0.2729291319847107,0.8112647533416748,-0.8718120455741882,0.8700177669525146,0.5816546678543091,0.6872795820236206,-0.02362980879843235,0.9973400235176086,0.4778774678707123,0.6860307455062866,0.02326870709657669,0.9971679449081421,0.5622754693031311,0.7292003035545349,0.559429943561554,0.265895813703537,0.48615050315856934,0.7343943119049072,0.614811897277832,0.23421455919742584,0.5525079369544983,0.7557932138442993,1.2275872230529785,0.15245462954044342,0.5000174641609192,0.7575573325157166,1.2916467189788818,0.12595024704933167,0.5459344387054443,0.7515383958816528,1.2916604280471802,0.0653584748506546,0.5039674639701843,0.7527656555175781,1.3567049503326416,0.06761690229177475,0.5479757785797119,0.7935311198234558,1.139523983001709,0.2880786061286926,0.506489634513855,0.79248046875,1.221840262413025,0.25032198429107666
up,0.5302441716194153,0.5604783892631531,-1.1912775039672852,0.9998754858970642,0.5429248809814453,0.546870231628418,-1.1931376457214355,0.9998996257781982,0.5524213910102844,0.5452204346656799,-1.1932567358016968,0.9998950362205505,0.5599931478500366,0.543300211429596,-1.1935524940490723,0.9999130964279175,0.5136602520942688,0.5465912222862244,-1.1893428564071655,0.9998783469200134,0.5044533610343933,0.5448850989341736,-1.1894135475158691,0.9998449087142944,0.49603575468063354,0.542961061000824,-1.1894372701644897,0.9998517036437988,0.5700125098228455,0.5296387076377869,-1.0086902379989624,0.9999368190765381,0.4811652898788452,0.5302318334579468,-0.9843695759773254,0.9997842311859131,0.5469264388084412,0.5663481950759888,-1.110856056213379,0.9998596906661987,0.5162174105644226,0.5661556124687195,-1.1036356687545776,0.9998264908790588,0.6580539345741272,0.5653961896896362,-0.8050841093063354,0.9999728798866272,0.4079556167125702,0.568143904209137,-0.7510377168655396,0.9999026656150818,0.7328992486000061,0.6798681616783142,-0.815645694732666,0.9971085786819458,0.34722042083740234,0.6811180710792542,-0.7315427660942078,0.9835535287857056,0.8062570095062256,0.8008400201797485,-0.89534991979599,0.9821274876594543,0.268450528383255,0.7986705303192139,-0.8484397530555725,0.9592851400375366,0.8347346782684326,0.8113247156143188,-0.9699429869651794,0.9266239404678345,0.22514599561691284,0.8101903796195984,-0.917051374912262,0.8632674217224121,0.8116757869720459,0.8132063746452332,-1.0167065858840942,0.9508275985717773,0.25020718574523926,0.8141708970069885,-0.972750723361969,0.8991358280181885,0.7962662577629089,0.8106167912483215,-0.9193807244300842,0.9354861974716187,0.27283230423927307,0.8119105100631714,-0.875868022441864,0.8750758171081543,0.5815595388412476,0.6818229556083679,-0.021424707025289536,0.9979390501976013,0.47754815220832825,0.6817339062690735,0.02112998627126217,0.9977506995201111,0.561564564704895,0.7245105504989624,0.5688375234603882,0.3240744471549988,0.48635339736938477,0.731461226940155,0.6086918711662292,0.2962510585784912,0.5514451861381531,0.7503918409347534,1.2246143817901611,0.2069103866815567,0.49893906712532043,0.7550595998764038,1.2697259187698364,0.1724877804517746,0.5437618494033813,0.7462204098701477,1.2850576639175415,0.08551311492919922,0.5009683966636658,0.7495984435081482,1.3332476615905762,0.08819334954023361,0.5481339693069458,0.7905765175819397,1.1411484479904175,0.37339872121810913,0.504352331161499,0.7923905849456787,1.1887576580047607,0.3265703320503235
up,0.5310389995574951,0.5603479743003845,-1.201426386833191,0.999888002872467,0.5439497232437134,0.547103762626648,-1.2100540399551392,0.9999037384986877,0.5529615879058838,0.545301079750061,-1.2101163864135742,0.9998997449874878,0.5602379441261292,0.5432806611061096,-1.2103654146194458,0.999919056892395,0.5151941180229187,0.5472280383110046,-1.2043246030807495,0.9998805522918701,0.5052265524864197,0.5454251170158386,-1.2044576406478882,0.9998448491096497,0.49635177850723267,0.5432683825492859,-1.2044652700424194,0.9998555779457092,0.5699201226234436,0.5307009816169739,-1.0183029174804688,0.9999354481697083,0.48112210631370544,0.5325157046318054,-1.0090587139129639,0.999758780002594,0.547010600566864,0.5652160048484802,-1.120578646659851,0.9998619556427002,0.5168693661689758,0.5648635029792786,-1.113593578338623,0.9998316764831543,0.6555826663970947,0.5645385384559631,-0.8084353804588318,0.9999701380729675,0.4084257483482361,0.5695825219154358,-0.772311806678772,0.9998825192451477,0.7333875298500061,0.679466962814331,-0.8215135931968689,0.996658444404602,0.3459627330303192,0.6806652545928955,-0.7499820590019226,0.9812726974487305,0.8055062294006348,0.8013936877250671,-0.9079597592353821,0.9810184240341187,0.26871854066848755,0.7988277673721313,-0.8645422458648682,0.9568512439727783,0.8340737819671631,0.8113892078399658,-0.9815860390663147,0.9247913360595703,0.2247377336025238,0.810062825679779,-0.9337856769561768,0.8608360886573792,0.8115981221199036,0.813208281993866,-1.0293774604797363,0.9496505260467529,0.24893677234649658,0.8142855167388916,-0.9897776246070862,0.8973190188407898,0.7961094379425049,0.810900092124939,-0.9326449036598206,0.9356889128684998,0.27258768677711487,0.8122016191482544,-0.8924397826194763,0.8751074075698853,0.5803056359291077,0.6809300780296326,-0.019847996532917023,0.9982289671897888,0.47696274518966675,0.6817415952682495,0.019591473042964935,0.9980370998382568,0.5593288540840149,0.725747287273407,0.5874224901199341,0.35238808393478394,0.48498862981796265,0.7324164509773254,0.612621545791626,0.3268946409225464,0.5490104556083679,0.7499303817749023,1.2509878873825073,0.23440676927566528,0.49661317467689514,0.7552976608276367,1.273169755935669,0.19673611223697662,0.5396403074264526,0.7460425496101379,1.3124562501907349,0.09523923695087433,0.4985184371471405,0.749745786190033,1.3371108770370483,0.09942887723445892,0.5479611754417419,0.7894900441169739,1.1520140171051025,0.4176425635814667,0.5028980374336243,0.79258131980896,1.1938797235488892,0.36548736691474915
up,0.5315948128700256,0.6249144077301025,-1.2140804529190063,0.9999269843101501,0.5445518493652344,0.6097901463508606,-1.2292417287826538,0.9999277591705322,0.5534583330154419,0.6071363687515259,-1.2292174100875854,0.9999215602874756,0.5612530708312988,0.6043230295181274,-1.2294141054153442,0.9999414086341858,0.5133237242698669,0.6115029454231262,-1.2268695831298828,0.999909520149231,0.5021849274635315,0.6096485257148743,-1.2270551919937134,0.9998761415481567,0.49246248602867126,0.6071707010269165,-1.2270097732543945,0.9998934864997864,0.572503924369812,0.5925276279449463,-1.0706961154937744,0.999943196773529,0.47249045968055725,0.5950833559036255,-1.0565588474273682,0.9997783899307251,0.5476914644241333,0.6290223002433777,-1.1328145265579224,0.9998871088027954,0.516806423664093,0.6296635270118713,-1.1290076971054077,0.9998682737350464,0.6637798547744751,0.6105853915214539,-0.8460568785667419,0.9999679923057556,0.3876248300075531,0.6142327785491943,-0.8275511860847473,0.9998552203178406,0.8143466114997864,0.6821286082267761,-0.8128498792648315,0.9971386790275574,0.24470992386341095,0.6884199380874634,-0.7954750061035156,0.9825519919395447,0.8127699494361877,0.7947509288787842,-0.8824147582054138,0.9755191206932068,0.25746509432792664,0.7987228631973267,-0.8754898905754089,0.9280516505241394,0.8336975574493408,0.8115559816360474,-0.9465871453285217,0.8904950618743896,0.2234727144241333,0.8109719157218933,-0.9425581097602844,0.7667272686958313,0.8034073710441589,0.8118274807929993,-0.9809492230415344,0.9243056178092957,0.2523365914821625,0.8137134313583374,-0.9762141704559326,0.8161452412605286,0.7906357049942017,0.807389497756958,-0.8982575535774231,0.9039306044578552,0.27096638083457947,0.8110440373420715,-0.8934281468391418,0.7879164218902588,0.5799711346626282,0.7144098877906799,-0.015253685414791107,0.9985339045524597,0.4750511944293976,0.7174223065376282,0.014950905926525593,0.998149037361145,0.5590012669563293,0.7458559274673462,0.6203631162643433,0.3634249269962311,0.4826829731464386,0.7493441700935364,0.653865396976471,0.3302679657936096,0.5506455302238464,0.7598418593406677,1.3090468645095825,0.2161647528409958,0.49585485458374023,0.7653476595878601,1.3507375717163086,0.18361687660217285,0.5429670214653015,0.7557244896888733,1.378212332725525,0.08151770383119583,0.49834853410720825,0.7573308944702148,1.419069766998291,0.09161227196455002,0.5445724129676819,0.7909167408943176,1.2449889183044434,0.3969022035598755,0.5004697442054749,0.7926974892616272,1.2917348146438599,0.3469674587249756
down,0.5477827191352844,0.7658053040504456,-1.389307975769043,0.9997163414955139,0.560418426990509,0.7534425854682922,-1.4313539266586304,0.9998464584350586,0.5695569515228271,0.7509087324142456,-1.4312474727630615,0.9998396039009094,0.5783802270889282,0.7477656602859497,-1.4315074682235718,0.9998576641082764,0.5301369428634644,0.7544419765472412,-1.4342461824417114,0.9998273849487305,0.5174559950828552,0.7524735927581787,-1.4346860647201538,0.9997833371162415,0.5054462552070618,0.7499020099639893,-1.4345426559448242,0.9997605085372925,0.5935325026512146,0.7300661206245422,-1.2925293445587158,0.9999328851699829,0.47631439566612244,0.7301662564277649,-1.3158921003341675,0.9998083114624023,0.5613836646080017,0.7658073902130127,-1.3015691041946411,0.9997373223304749,0.5319525003433228,0.7684944868087769,-1.3070908784866333,0.9996370077133179,0.6791360974311829,0.7040315866470337,-1.0030022859573364,0.9999750852584839,0.39320799708366394,0.7106684446334839,-1.0002728700637817,0.9998671412467957,0.854629397392273,0.6965945363044739,-0.7175005078315735,0.998059093952179,0.21003229916095734,0.7008134126663208,-0.7119536399841309,0.993815004825592,0.8213688135147095,0.792927622795105,-0.6597573757171631,0.9852001070976257,0.24983517825603485,0.7959173321723938,-0.6306923031806946,0.9556683897972107,0.8411098718643188,0.8097141981124878,-0.7072691321372986,0.9253402352333069,0.22363914549350739,0.8101052641868591,-0.6760739088058472,0.829787015914917,0.8066943287849426,0.8099372386932373,-0.7432070374488831,0.9468207955360413,0.2543822228908539,0.8129876852035522,-0.7151407599449158,0.8653762936592102,0.792860746383667,0.8059598803520203,-0.6687226891517639,0.9211043119430542,0.26973286271095276,0.8094694018363953,-0.6445232629776001,0.8176679611206055,0.6098111271858215,0.7747907042503357,-0.003843575017526746,0.993137776851654,0.4730757772922516,0.7791361212730408,0.004144386388361454,0.9924650192260742,0.6021038293838501,0.772088885307312,0.8668261766433716,0.12460914254188538,0.48610246181488037,0.7733215093612671,0.8509827256202698,0.11657827347517014,0.5836564898490906,0.7652226090431213,1.678577184677124,0.06427755951881409,0.5066376328468323,0.7605634331703186,1.6874247789382935,0.05980584770441055,0.5786900520324707,0.753192663192749,1.7687658071517944,0.04034935310482979,0.5120683312416077,0.7477045059204102,1.7778044939041138,0.04304904118180275,0.5770919919013977,0.7950071096420288,1.7757645845413208,0.10724398493766785,0.5181254148483276,0.7889726161956787,1.763343334197998,0.09972459077835083
down,0.5407539010047913,0.7431552410125732,-1.2815368175506592,0.9996795058250427,0.5533768534660339,0.7304584383964539,-1.3197956085205078,0.999824047088623,0.562626838684082,0.7273786067962646,-1.319718360900879,0.999821662902832,0.5707361102104187,0.7240736484527588,-1.3200052976608276,0.9998382329940796,0.5224305391311646,0.7316949367523193,-1.3163918256759644,0.999797523021698,0.5109541416168213,0.7294159531593323,-1.3167327642440796,0.9997531175613403,0.5004404187202454,0.7267112135887146,-1.316691517829895,0.9997174143791199,0.5845277309417725,0.7014809250831604,-1.190847396850586,0.999933123588562,0.4742494225502014,0.7076055407524109,-1.1697816848754883,0.9998012781143188,0.5568603873252869,0.7427210211753845,-1.205613374710083,0.9997327923774719,0.5264067053794861,0.7430766224861145,-1.1985089778900146,0.9996147751808167,0.6781529784202576,0.6870285868644714,-0.9292618632316589,0.9999798536300659,0.3898748755455017,0.688514769077301,-0.8965564370155334,0.999894917011261,0.8557895421981812,0.6967756748199463,-0.6955274343490601,0.9983714818954468,0.21163015067577362,0.7011207342147827,-0.6773930191993713,0.9949542284011841,0.8204273581504822,0.7933562994003296,-0.6326457262039185,0.9889969825744629,0.24996165931224823,0.7972089052200317,-0.6636902689933777,0.9653530716896057,0.8407773375511169,0.8099462389945984,-0.6719235181808472,0.941943883895874,0.2237553894519806,0.8109667897224426,-0.7076640725135803,0.8626580834388733,0.8061536550521851,0.8099915981292725,-0.7017848491668701,0.9583558440208435,0.2552308440208435,0.8137174844741821,-0.7432555556297302,0.892282247543335,0.7928282618522644,0.8060320615768433,-0.6386339068412781,0.9350861310958862,0.2701004445552826,0.8105853199958801,-0.676898181438446,0.8472579717636108,0.6042017340660095,0.7720015645027161,-0.007357361260801554,0.9934247136116028,0.4733528196811676,0.7727878093719482,0.007586375810205936,0.9929637312889099,0.5985416769981384,0.770809531211853,0.7685534358024597,0.09340651333332062,0.4902481138706207,0.7725322842597961,0.7712062001228333,0.09074221551418304,0.5847086310386658,0.7625303268432617,1.5373804569244385,0.04706503078341484,0.5067976713180542,0.7573404908180237,1.5689958333969116,0.04623265564441681,0.579631507396698,0.7511695027351379,1.6196110248565674,0.03612595424056053,0.5123916864395142,0.7454419732093811,1.6529537439346313,0.03931240364909172,0.5772658586502075,0.786592423915863,1.5486680269241333,0.07370779663324356,0.51414954662323,0.7872465252876282,1.5814433097839355,0.07224705815315247
down,0.5400592684745789,0.7186776399612427,-1.0895789861679077,0.9997155070304871,0.5523343682289124,0.7070706486701965,-1.1325457096099854,0.9998401999473572,0.5616151094436646,0.7035964727401733,-1.1324889659881592,0.9998383522033691,0.5696732401847839,0.699463427066803,-1.1327440738677979,0.9998527765274048,0.5200052261352539,0.7086842060089111,-1.1237634420394897,0.9998172521591187,0.5082396864891052,0.7066925168037415,-1.1240465641021729,0.9997782111167908,0.497780978679657,0.7040514349937439,-1.1239126920700073,0.9997466206550598,0.5827870965003967,0.6777995228767395,-1.0429887771606445,0.9999403357505798,0.47183653712272644,0.683043360710144,-1.004178524017334,0.9998234510421753,0.5565956234931946,0.7191891074180603,-1.027504801750183,0.9997645616531372,0.5251255035400391,0.7202115654945374,-1.0165607929229736,0.9996612668037415,0.6784170866012573,0.6727341413497925,-0.827059805393219,0.9999827146530151,0.3881605565547943,0.6705944538116455,-0.7655817866325378,0.9999118447303772,0.8548755645751953,0.6964508295059204,-0.6277157068252563,0.9984437227249146,0.2186877727508545,0.7006187438964844,-0.5694018602371216,0.995003342628479,0.8203821778297424,0.7931327819824219,-0.5855475664138794,0.9895052313804626,0.2506134510040283,0.7970696687698364,-0.5927175283432007,0.9671164155006409,0.8407278060913086,0.8099356293678284,-0.6231827735900879,0.943583071231842,0.2237842082977295,0.8108440041542053,-0.6319504380226135,0.8678766489028931,0.8058651685714722,0.8099392056465149,-0.6498740911483765,0.9597407579421997,0.2555261552333832,0.8133528828620911,-0.6645647883415222,0.897570013999939,0.7928426861763,0.8057848811149597,-0.5908189415931702,0.9361308217048645,0.27011069655418396,0.810123085975647,-0.6052780151367188,0.8508064150810242,0.596711277961731,0.766457736492157,-0.00923184771090746,0.9938833117485046,0.4736327528953552,0.7650946378707886,0.009343089535832405,0.9936420321464539,0.5810600519180298,0.7709928750991821,0.647179901599884,0.0888175442814827,0.489744633436203,0.7697715163230896,0.6647548079490662,0.08885177969932556,0.5760506391525269,0.760174036026001,1.3097342252731323,0.044645313173532486,0.5034545660018921,0.7591358423233032,1.3485175371170044,0.044981956481933594,0.5756530165672302,0.7501820921897888,1.3823336362838745,0.036473024636507034,0.5058732628822327,0.7486556768417358,1.4206584692001343,0.039837174117565155,0.5665180087089539,0.7844509482383728,1.3357411623001099,0.06761476397514343,0.505075216293335,0.7885153293609619,1.3678029775619507,0.06860287487506866
up,0.5248277187347412,0.5743716359138489,-1.1665176153182983,0.9998743534088135,0.5371624231338501,0.5618845820426941,-1.166782259941101,0.9999067187309265,0.5470948815345764,0.5599405169487,-1.166921615600586,0.9998959898948669,0.5556769371032715,0.5577716827392578,-1.1672405004501343,0.9999170303344727,0.5078617334365845,0.5628446340560913,-1.1632076501846313,0.9998925924301147,0.49807003140449524,0.5615614056587219,-1.163270115852356,0.9998565316200256,0.4890435039997101,0.5599822402000427,-1.1632803678512573,0.9998655319213867,0.5656716823577881,0.542167067527771,-1.0106486082077026,0.9999414086341858,0.470048189163208,0.5468428730964661,-0.9813444018363953,0.9998233318328857,0.5425034165382385,0.5788155198097229,-1.0864557027816772,0.9998637437820435,0.5114231109619141,0.5789455771446228,-1.0805392265319824,0.9998366832733154,0.660706639289856,0.5774717926979065,-0.8100219368934631,0.9999791979789734,0.3944796323776245,0.5770028233528137,-0.7571379542350769,0.999927818775177,0.7629842758178711,0.6805079579353333,-0.8197866678237915,0.9980489611625671,0.322919636964798,0.6802178621292114,-0.7287822961807251,0.9893112778663635,0.8119688630104065,0.79488605260849,-0.9024960398674011,0.9852122664451599,0.26186275482177734,0.7962304353713989,-0.8358474373817444,0.9573869705200195,0.8377554416656494,0.810548722743988,-0.979495108127594,0.9308043718338013,0.22230197489261627,0.809186577796936,-0.9038795232772827,0.8460867404937744,0.8057054877281189,0.8118162155151367,-1.0225985050201416,0.9526417255401611,0.25224626064300537,0.8128381967544556,-0.9593544006347656,0.884307861328125,0.7920069098472595,0.8083763718605042,-0.9249747395515442,0.934005081653595,0.2705976068973541,0.810131847858429,-0.8627498745918274,0.8523321151733398,0.5806597471237183,0.6920281648635864,-0.02605033479630947,0.9971739649772644,0.47554638981819153,0.691504180431366,0.025612281635403633,0.9971972107887268,0.5649625658988953,0.7338851094245911,0.5350669026374817,0.21311426162719727,0.48386186361312866,0.7361528277397156,0.6167515516281128,0.19435091316699982,0.5557326674461365,0.7528231143951416,1.2130249738693237,0.11625033617019653,0.4995984733104706,0.7533694505691528,1.2918777465820312,0.1034192144870758,0.5499119162559509,0.7469791769981384,1.2784807682037354,0.060518451035022736,0.5041196346282959,0.7472963929176331,1.3571327924728394,0.06570569425821304,0.54901123046875,0.7914749979972839,1.1363437175750732,0.22873662412166595,0.5071680545806885,0.7910178899765015,1.2296539545059204,0.20233945548534393
up,0.5290089845657349,0.5620973706245422,-1.196139931678772,0.9998998045921326,0.5406454801559448,0.5489255785942078,-1.2017388343811035,0.999921977519989,0.5487799644470215,0.5471727848052979,-1.201813817024231,0.9999134540557861,0.5563028454780579,0.5451260209083557,-1.202088713645935,0.9999321103096008,0.5125270485877991,0.54951411485672,-1.197481632232666,0.9999067187309265,0.5021886825561523,0.5481814742088318,-1.197606086730957,0.9998737573623657,0.4931946396827698,0.5466047525405884,-1.1976059675216675,0.9998844861984253,0.5662492513656616,0.5294406414031982,-1.0217121839523315,0.9999482035636902,0.4756925702095032,0.5335609316825867,-1.0023914575576782,0.9998244047164917,0.544297993183136,0.5676679015159607,-1.1148601770401,0.9998832941055298,0.5144549608230591,0.5677980184555054,-1.1084647178649902,0.9998617768287659,0.6577572822570801,0.5666563510894775,-0.8166265487670898,0.9999783039093018,0.4018813669681549,0.5697777271270752,-0.7671383619308472,0.9999200701713562,0.7295459508895874,0.6787718534469604,-0.8218446373939514,0.9976664185523987,0.3454758822917938,0.6815996766090393,-0.7394883632659912,0.9861605763435364,0.8067429065704346,0.7991620898246765,-0.9069916605949402,0.9843332767486572,0.26811155676841736,0.7976781129837036,-0.8556097745895386,0.9584963321685791,0.8348366022109985,0.8108205199241638,-0.982996940612793,0.9308403730392456,0.2259327620267868,0.8096417188644409,-0.9261099696159363,0.8557833433151245,0.8085715174674988,0.8124246597290039,-1.0305650234222412,0.9531273245811462,0.25422313809394836,0.8136987686157227,-0.983090341091156,0.892822802066803,0.7938690185546875,0.8097907900810242,-0.9315834045410156,0.9371626973152161,0.2741817831993103,0.8110207319259644,-0.8838872313499451,0.8656330108642578,0.5808616876602173,0.683173418045044,-0.023857956752181053,0.9978489875793457,0.47532835602760315,0.6836012601852417,0.023502707481384277,0.9978124499320984,0.5633883476257324,0.7266528010368347,0.5696846842765808,0.2834579646587372,0.4853200912475586,0.7321761846542358,0.6195349097251892,0.2514759600162506,0.5546969175338745,0.7509637475013733,1.2443933486938477,0.17114026844501495,0.4995359778404236,0.7534332871437073,1.2973663806915283,0.14139553904533386,0.5481984615325928,0.7461589574813843,1.3104420900344849,0.07589305937290192,0.5032480359077454,0.7481492757797241,1.3627334833145142,0.07898068428039551,0.5497147440910339,0.7894169688224792,1.1630642414093018,0.32284241914749146,0.5065736770629883,0.7900304794311523,1.2202554941177368,0.2783834636211395
